T_glm;scen;year;start.year
0.0807110657595445;cntl;501;NA
0.11901196704946;cntl;502;NA
0.0488550590238788;cntl;503;NA
0.0174658840579696;cntl;504;NA
0.0940516966490463;cntl;505;NA
0.00725380448284341;cntl;506;NA
-0.110326325966184;cntl;507;NA
0.20790065053302;cntl;508;NA
0.191391731518138;cntl;509;NA
-0.111945885763134;cntl;510;NA
-0.201458633752452;cntl;511;NA
-0.100410131644367;cntl;512;NA
0.108170193968419;cntl;513;NA
0.0635268052249103;cntl;514;NA
-0.202815492135812;cntl;515;NA
-0.191273312193516;cntl;516;NA
0.018861328797982;cntl;517;NA
0.027703708654883;cntl;518;NA
0.11276130319203;cntl;519;NA
0.0182052721129935;cntl;520;NA
0.03798040577135;cntl;521;NA
0.0942078902372714;cntl;522;NA
0.19153888185815;cntl;523;NA
0.0520299399065607;cntl;524;NA
-0.0469117028199548;cntl;525;NA
0.253582863263489;cntl;526;NA
0.343244697000955;cntl;527;NA
0.0142333574825102;cntl;528;NA
0.00116752880904869;cntl;529;NA
0.176933503580926;cntl;530;NA
0.317007230408251;cntl;531;NA
-0.134342314677269;cntl;532;NA
-0.0871330718931063;cntl;533;NA
0.0699713398265658;cntl;534;NA
0.166659079357146;cntl;535;NA
-0.0309826650356513;cntl;536;NA
-0.0339428117731586;cntl;537;NA
0.0865934413138234;cntl;538;NA
0.25713959432278;cntl;539;NA
0.383014609205645;cntl;540;NA
0.071640178468499;cntl;541;NA
0.0582994905785768;cntl;542;NA
0.157775006377165;cntl;543;NA
0.357433884119757;cntl;544;NA
0.238035186184334;cntl;545;NA
-0.150484208312832;cntl;546;NA
-0.0813851102460035;cntl;547;NA
0.0808541444293382;cntl;548;NA
0.119355563303884;cntl;549;NA
0.233498974394422;cntl;550;NA
0.180634006264597;cntl;551;NA
0.208584865626847;cntl;552;NA
0.193629831066517;cntl;553;NA
-0.1382157069649;cntl;554;NA
0.0506251021096205;cntl;555;NA
-0.0366884305336157;cntl;556;NA
0.0178982545330655;cntl;557;NA
-0.135143697576268;cntl;558;NA
-0.0422149640251632;cntl;559;NA
0.109465165648317;cntl;560;NA
0.0300293401249974;cntl;561;NA
0.111898348848342;cntl;562;NA
0.0941751488515479;cntl;563;NA
0.113609313850759;cntl;564;NA
0.284013807370627;cntl;565;NA
-0.0407912816907015;cntl;566;NA
-0.0597910586736816;cntl;567;NA
-0.0563906460662338;cntl;568;NA
-0.0666021212089163;cntl;569;NA
0.0716856856860772;cntl;570;NA
0.00951177256598612;cntl;571;NA
-0.0425489549800204;cntl;572;NA
0.0724317087093027;cntl;573;NA
0.0853282751656366;cntl;574;NA
0.00373191773900317;cntl;575;NA
-0.0341276594797364;cntl;576;NA
0.0832687778809031;cntl;577;NA
