T_glm;scen;year;start.year
0.12246619252943;cntl;501;NA
0.174526464062581;cntl;502;NA
-0.10742262950663;cntl;503;NA
-0.175265140587612;cntl;504;NA
-0.045024648781407;cntl;505;NA
0.0407520278692459;cntl;506;NA
0.126418909922847;cntl;507;NA
0.0439746058367518;cntl;508;NA
-0.148764714845186;cntl;509;NA
-0.214523713098856;cntl;510;NA
-0.139704664122917;cntl;511;NA
-0.0781004835815224;cntl;512;NA
-0.0996952930426573;cntl;513;NA
-0.295963041835137;cntl;514;NA
-0.144737857528924;cntl;515;NA
-0.169745235031201;cntl;516;NA
0.0893367232952755;cntl;517;NA
0.0785374275153004;cntl;518;NA
-0.316748500307028;cntl;519;NA
-0.190580469191048;cntl;520;NA
0.0967403354912904;cntl;521;NA
-0.0181315930793176;cntl;522;NA
0.00114367281156547;cntl;523;NA
0.0107405288239306;cntl;524;NA
0.0901765738834115;cntl;525;NA
-0.201182168120624;cntl;526;NA
-0.253317097747583;cntl;527;NA
0.00933732672734777;cntl;528;NA
0.124396303878484;cntl;529;NA
0.00712143854224223;cntl;530;NA
0.0608458900433106;cntl;531;NA
0.181872938241952;cntl;532;NA
-0.182792664085071;cntl;533;NA
-0.277210014590139;cntl;534;NA
-0.090242285735485;cntl;535;NA
0.194588740113147;cntl;536;NA
0.128459740139135;cntl;537;NA
-0.094105613859881;cntl;538;NA
-0.261483020479034;cntl;539;NA
-0.107496239103739;cntl;540;NA
-0.12077222097048;cntl;541;NA
-0.0881819538959689;cntl;542;NA
-0.0295544666813612;cntl;543;NA
-0.151036397121288;cntl;544;NA
-0.0609734173508514;cntl;545;NA
0.0724732024577293;cntl;546;NA
-0.121757708310156;cntl;547;NA
-0.173050673145724;cntl;548;NA
-0.0650834366454092;cntl;549;NA
-0.0577934038481089;cntl;550;NA
-0.105912023110307;cntl;551;NA
-0.0394351514726168;cntl;552;NA
0.0016110578825419;cntl;553;NA
-0.00157253681317115;cntl;554;NA
0.186494835278722;cntl;555;NA
0.14609852654894;cntl;556;NA
-0.217240835317568;cntl;557;NA
-0.308645483086025;cntl;558;NA
-0.196615125824223;cntl;559;NA
-0.00483542293551409;cntl;560;NA
0.200135251476581;cntl;561;NA
0.144240544046738;cntl;562;NA
-0.144371543198531;cntl;563;NA
-0.153043746442791;cntl;564;NA
0.0316187429688171;cntl;565;NA
-0.0909094583496994;cntl;566;NA
-0.406031859769939;cntl;567;NA
-0.412921524496085;cntl;568;NA
-0.0850436279320661;cntl;569;NA
-0.0510349146376257;cntl;570;NA
-0.15740364794658;cntl;571;NA
-0.13303920415899;cntl;572;NA
-0.152034195901649;cntl;573;NA
0.0276310902172554;cntl;574;NA
-0.0812654845373117;cntl;575;NA
-0.330920287957667;cntl;576;NA
-0.25114095269646;cntl;577;NA
-0.166089406103708;cntl;578;NA
-0.135913492094915;cntl;579;NA
0.0569820547480049;cntl;580;NA
0.119157979258716;cntl;581;NA
-0.110959790121967;cntl;582;NA
-0.148209265068658;cntl;583;NA
-0.00219190590422613;cntl;584;NA
0.144441383655419;cntl;585;NA
-0.0343421241239525;cntl;586;NA
-0.183121606580016;cntl;587;NA
-0.0928582615086953;cntl;588;NA
-0.0144238396369474;cntl;589;NA
0.195220503092912;cntl;590;NA
0.073547328608754;cntl;591;NA
-0.110661470254399;cntl;592;NA
-0.27141904435922;cntl;593;NA
-0.317875958949458;cntl;594;NA
-0.260061877658245;cntl;595;NA
-0.0346143771432139;cntl;596;NA
0.00657976624830781;cntl;597;NA
0.10153637882604;cntl;598;NA
-0.0760095570195176;cntl;599;NA
-0.112011917004622;cntl;600;NA
5.25888428910548e-05;cntl;601;NA
-0.072653576892435;cntl;602;NA
-0.0676536536226422;cntl;603;NA
-0.0745133357115151;cntl;604;NA
-0.0327178449049939;cntl;605;NA
0.11064067140336;cntl;606;NA
0.0189752105834486;cntl;607;NA
-0.12552672473106;cntl;608;NA
0.0513900601532669;cntl;609;NA
0.185627332370927;cntl;610;NA
0.170337563714781;cntl;611;NA
-0.0627669323328632;cntl;612;NA
-0.108079254959421;cntl;613;NA
0.0145295732138493;cntl;614;NA
0.0782470478412165;cntl;615;NA
-0.0802011356819889;cntl;616;NA
-0.0361453372415212;cntl;617;NA
0.0702514648390888;cntl;618;NA
0.0183157626346429;cntl;619;NA
-0.156103216240297;cntl;620;NA
-0.246763075301942;cntl;621;NA
-0.150392588861678;cntl;622;NA
-0.006576358658549;cntl;623;NA
0.0113398918900884;cntl;624;NA
-0.113826530435915;cntl;625;NA
-0.240359389587638;cntl;626;NA
-0.128754841303873;cntl;627;NA
-0.067728156376063;cntl;628;NA
-0.044781195544715;cntl;629;NA
-0.00592816029336518;cntl;630;NA
0.0940436150419259;cntl;631;NA
-0.0995432442617812;cntl;632;NA
-0.233292920122324;cntl;633;NA
-0.320126132684891;cntl;634;NA
-0.148880380963021;cntl;635;NA
-0.0386033354291158;cntl;636;NA
-0.104928753959541;cntl;637;NA
-0.171477703934897;cntl;638;NA
0.0954387483236587;cntl;639;NA
0.190326364296652;cntl;640;NA
-0.151959225072801;cntl;641;NA
-0.284034248720161;cntl;642;NA
-0.384427979351358;cntl;643;NA
-0.150797330936427;cntl;644;NA
0.148533063832701;cntl;645;NA
0.263427779626852;cntl;646;NA
0.135599042202443;cntl;647;NA
0.205888449417785;cntl;648;NA
0.0726959188331762;cntl;649;NA
0.00880267456858519;cntl;650;NA
-0.152239530915267;cntl;651;NA
-0.128035875561636;cntl;652;NA
0.0309663255443411;cntl;653;NA
-0.051151341625598;cntl;654;NA
-0.16537166188931;cntl;655;NA
-0.0161369838962173;cntl;656;NA
0.0209133820518446;cntl;657;NA
-0.18046081690602;cntl;658;NA
0.0124498886415267;cntl;659;NA
-0.0144447188681625;cntl;660;NA
-0.0360075661183714;cntl;661;NA
0.0348655748269948;cntl;662;NA
-0.0911035162963003;cntl;663;NA
-0.0160754903350835;cntl;664;NA
0.116327343936121;cntl;665;NA
-0.0292990841203959;cntl;666;NA
-0.276767268369383;cntl;667;NA
-0.313216596695895;cntl;668;NA
-0.259652582195372;cntl;669;NA
-0.169454930620589;cntl;670;NA
-0.246677874545469;cntl;671;NA
-0.0533296920460202;cntl;672;NA
0.232799628972089;cntl;673;NA
-0.0129430959082697;cntl;674;NA
0.0638472323536803;cntl;675;NA
0.166764522258916;cntl;676;NA
-0.241227854059673;cntl;677;NA
-0.287656161373036;cntl;678;NA
-0.133376246436626;cntl;679;NA
-0.109584691806276;cntl;680;NA
-0.103679231305591;cntl;681;NA
0.0247879797719861;cntl;682;NA
0.197292860993457;cntl;683;NA
0.0679160160682954;cntl;684;NA
0.00356416510771851;cntl;685;NA
-0.238643774484558;cntl;686;NA
-0.154636721747636;cntl;687;NA
-0.0474461906686656;cntl;688;NA
-0.0620687634375372;cntl;689;NA
-0.224385688986501;cntl;690;NA
-0.0431712544365723;cntl;691;NA
0.139995808121739;cntl;692;NA
0.0268236070471062;cntl;693;NA
-0.0610776246815021;cntl;694;NA
-0.165834089016982;cntl;695;NA
-0.208316137141139;cntl;696;NA
-0.185685384388989;cntl;697;NA
-0.0873356178246354;cntl;698;NA
-0.0176790551643649;cntl;699;NA
-0.204989141526596;cntl;700;NA
-0.316487345193764;cntl;701;NA
-0.202978947383258;cntl;702;NA
-0.0191729716921714;cntl;703;NA
-0.0657204077230062;cntl;704;NA
-0.428249483793309;cntl;705;NA
-0.413129902015612;cntl;706;NA
-0.0696331143250859;cntl;707;NA
0.141415551462558;cntl;708;NA
-0.271223420796616;cntl;709;NA
-0.184285501533964;cntl;710;NA
0.13346172366073;cntl;711;NA
0.0779789844791594;cntl;712;NA
-0.401312089675287;cntl;713;NA
-0.421777059428905;cntl;714;NA
-0.326800541646492;cntl;715;NA
0.00954693040114307;cntl;716;NA
0.0792494794355321;cntl;717;NA
-0.116640196027333;cntl;718;NA
-0.179354343590774;cntl;719;NA
0.0289038622080966;cntl;720;NA
0.0514143230345212;cntl;721;NA
0.168068383986736;cntl;722;NA
0.0935478294363747;cntl;723;NA
0.0247354525504875;cntl;724;NA
0.123684636852829;cntl;725;NA
0.0462327618094491;cntl;726;NA
0.0346317799507005;cntl;727;NA
-0.0256205031504351;cntl;728;NA
0.049110921918043;cntl;729;NA
0.134344751910646;cntl;730;NA
-0.0108380126523571;cntl;731;NA
-0.101449745353989;cntl;732;NA
-0.0192216312739788;cntl;733;NA
0.0760580187871369;cntl;734;NA
0.101244849272575;cntl;735;NA
0.099794933668079;cntl;736;NA
0.0249133106899535;cntl;737;NA
-0.0609705348637135;cntl;738;NA
-0.0864302184322128;cntl;739;NA
-0.0277555751486034;cntl;740;NA
0.0422005496415068;cntl;741;NA
-0.0909445533731628;cntl;742;NA
-0.0572049368989838;cntl;743;NA
-0.124838494786275;cntl;744;NA
-0.104080495550306;cntl;745;NA
0.0210459319533243;cntl;746;NA
0.0887679532260108;cntl;747;NA
-0.0364539013729086;cntl;748;NA
-0.124706904788695;cntl;749;NA
-0.0874319128481602;cntl;750;NA
0.0527495246127501;cntl;751;NA
0.0744382807928901;cntl;752;NA
-0.00281638673152429;cntl;753;NA
0.0467521903086094;cntl;754;NA
-0.0163846407605206;cntl;755;NA
-0.0500676780407048;cntl;756;NA
-0.0635960202726551;cntl;757;NA
0.0827832039279883;cntl;758;NA
0.0211640641950339;cntl;759;NA
-0.168900523517209;cntl;760;NA
-0.0104627634493681;cntl;761;NA
0.0342649876679388;cntl;762;NA
-0.0926599609178993;cntl;763;NA
0.140080415491241;cntl;764;NA
0.154255592025208;cntl;765;NA
0.0701303042750396;cntl;766;NA
0.0918468484202322;cntl;767;NA
0.0461695735812668;cntl;768;NA
-0.0967870365267913;cntl;769;NA
0.166744840373042;cntl;770;NA
0.208253776759591;cntl;771;NA
-0.139765846771752;cntl;772;NA
-0.0334150171906913;cntl;773;NA
-0.00267018930338736;cntl;774;NA
-0.120326156845749;cntl;775;NA
-0.0588901419727108;cntl;776;NA
0.150570012619824;cntl;777;NA
0.0460787156355309;cntl;778;NA
-0.262131980696552;cntl;779;NA
-0.169037272933451;cntl;780;NA
-0.175178103266148;cntl;781;NA
-0.0141234192949469;cntl;782;NA
0.192094794041793;cntl;783;NA
0.0857276710540873;cntl;784;NA
-0.0617641462829965;cntl;785;NA
-0.096981548640656;cntl;786;NA
-0.0365403817941115;cntl;787;NA
-0.0715636451511159;cntl;788;NA
0.0182131664956273;cntl;789;NA
0.0946461256563111;cntl;790;NA
-0.00572393641016333;cntl;791;NA
-0.0542647994183199;cntl;792;NA
0.195267810429982;cntl;793;NA
0.198913168298361;cntl;794;NA
-0.140225544934538;cntl;795;NA
-0.190364610466816;cntl;796;NA
-0.0525993868616865;cntl;797;NA
0.110253808176253;cntl;798;NA
0.228912192953828;cntl;799;NA
0.140246467662735;cntl;800;NA
0.171834407026324;cntl;801;NA
