Year,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CNRM-CM6-1,CanESM5,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
1943,0.5079324636461943,0.17240566891155737,0.1975212363038967,0.2696070467356992,0.641474140058304,0.23216893887717358,0.4926966919391878,0.5208980381884819,0.47603520336194216,0.18607881334002876,0.3956960924501058,0.3429641365337557
1944,0.5111319872233503,0.18715679821745074,0.2533744934377358,0.3353180938586494,0.626744672714026,0.22120071481833375,0.6111605768979532,0.40391070730973305,0.4861585772326756,0.3160225666684927,0.5689595551029931,0.3368250318679384
1945,0.5266378599587546,0.12284281157634798,0.32978137784591316,0.3502772635733014,0.6473586833938125,0.24811616694095873,0.35080075957793266,0.3478121771812953,0.4483160389067373,0.379400787814331,0.566104628583357,0.23926281039761008
1946,0.5925786800860369,0.1695282160216477,0.3906208559623007,0.3672850766266547,0.6948508335561404,0.31076062401369103,0.4861424070576844,0.4346454515089442,0.5138122143675127,0.28072238660034277,0.39483448502914437,0.2803293188889656
1947,0.49571012612340415,0.10768677161699793,0.3689870293065092,0.32878576972498996,0.6611262653693403,0.2978920629702843,0.3012295533878444,0.5293209752481842,0.459235932734639,0.3804304202833884,0.4456858480165521,0.2993335097100794
1948,0.4510826765734732,0.21016938898918958,0.42422093218078,0.2307969347066076,0.6691561895287431,0.305470498746737,0.6057077705650411,0.4814344077286805,0.4792569078299708,0.4406937603638228,0.4475969840230201,0.22301495355186132
1949,0.5082907272128763,0.08244951586491131,0.579557288232788,0.3021089148158727,0.6816374065336873,0.21082607390008054,0.5780514661957007,0.2571630666495563,0.5169706270515999,0.3146201404875437,0.433157029877366,0.05038147202245533
1950,0.5134363897132695,0.040462982664349285,0.2586745754131875,0.31864484297857976,0.6823637515050476,0.34088189773068084,0.5414459013242781,0.4077146579735982,0.3916209019977559,0.20350765043714827,0.485377839720217,0.09305380815302959
1951,0.4556604111575789,0.19500538640706033,0.2847503069871987,0.372472407932241,0.6779969098124472,0.24984811313888855,0.2350953952639821,0.44545960978333227,0.490595935450101,0.21864674106573426,0.6571646070908745,0.23777535018143664
1952,0.477376098107673,0.1736424121215677,0.12397036314036301,0.38204531226302596,0.7131847137021707,0.3007161075691792,0.33072374485814426,0.4324490658687403,0.47462319616244014,0.18863895136346956,0.5695660154712061,0.2791437726520396
1953,0.47968922604598113,0.2569693474151582,0.23979881530651825,0.36321852682981276,0.7064028540566383,0.3150693192781482,0.6451628654668182,0.32360207909098676,0.4478229734383653,0.242208229519436,0.610062282505487,0.3390037590629644
1954,0.36716822457712883,0.2076036985992503,0.28389728478748444,0.39193087057345216,0.7270837465083094,0.3099618877403322,0.6079749459696454,0.3575441420314702,0.4387698565644424,0.19420184655452122,0.5655452743856748,0.15398318216026538
1955,0.42161205842835553,0.20134335574911408,0.3013319904061381,0.4089321449681664,0.7445831809046685,0.3423494679980099,0.5270210568439146,0.46524782236027656,0.4592706245766365,0.23848219078795002,0.5029709307561224,0.23389365066375156
1956,0.43525994165789395,0.2469739117982106,0.10937919928006876,0.376234118104468,0.7639421555393299,0.19902917614554963,0.4036449399014876,0.5229547081746299,0.4396200636896835,0.23181835876167284,0.58908597133089,0.35761447195660157
1957,0.5964951894682325,0.24980072653175545,0.31827479986326834,0.42146682512461087,0.7931056368789853,0.24255954333627025,0.5254727700642529,0.48515765557280977,0.5062125977919933,0.2553434332704069,0.48225461738787856,0.3494556695348095
1958,0.5451936219372326,0.15213109418836807,0.3774926658833895,0.36616838003690483,0.8120918503767626,0.29939256240468337,0.4677957191589839,0.4756201429305251,0.5714304834468625,0.2697678018594607,0.5039619747103143,0.24699214788687288
1959,0.5835914093636161,0.17153731707911088,0.23041009268015342,0.4069881248420249,0.831162774828411,0.31294781497044677,0.4345914590971628,0.4514192992995691,0.5625160693802721,0.3468540059777992,0.518365162457754,0.23785147734407677
1960,0.5873501817194774,0.20054849401040709,0.4517243772595282,0.407839040609589,0.8374475329475641,0.33584953834308395,0.6388325095558938,0.5815084687824329,0.5351886002848785,0.3353788154184768,0.5464679378070679,0.24010732150387615
1961,0.6166775779796642,0.26356869649265036,0.3779053398867629,0.31159607703126707,0.8459526733548347,0.27522580733590174,0.5765783327072805,0.45039799030182204,0.5265406306878685,0.5021333115512859,0.5991910604705664,0.28047228061751683
1962,0.4924460049432054,0.24558883947578516,0.2865626878298964,0.46365884332419544,0.8633911855979507,0.3157801682754425,0.48773129936472337,0.4792234355925539,0.5487742648839232,0.3965596067553909,0.6245388305580705,0.33290202307479544
1963,0.4982664624997408,0.2599761503055995,0.42889764790180385,0.39903908525758575,0.8536860235072808,0.283712573773963,0.3307145326527953,0.6728015867964519,0.5800416740596368,0.28215461191910784,0.6338203821669373,0.33968527697466916
1964,0.5849541106843017,0.28248946743009123,0.5054655241694068,0.37612470158078193,0.883160351230402,0.37355645668594956,0.4372322060987577,0.5732165563636895,0.626564405453671,0.2822194059864396,0.6526797003332968,0.3370243439948282
1965,0.5797028580039097,0.2820685272514901,0.288717016304957,0.3916858582585471,0.8973381484395301,0.4168098970682577,0.4454166979054755,0.4837602025255483,0.5833720961387329,0.35527586351928214,0.5709573849498826,0.3685697532436957
1966,0.5364901663529206,0.18180853236663463,0.39079533316553616,0.44952122621149515,0.939613667050808,0.2205310432963109,0.4322925499845697,0.4665460202331443,0.5624210815581442,0.48233425501163624,0.5733998598896468,0.2853341331329561
